eventType,ip,user_agent_raw,path
mlt-sport,"106.71.37.30, 23.206.194.234, 23.62.36.181",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,/related?genres=Sport%2CFootball&maxRating=PG&source=5545764&started=true
mlt-sport,"149.167.33.241, 23.214.88.150, 23.32.5.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CRugby&maxRating=PG&source=5629282&started=true
mlt-sport,"61.69.158.54, 184.84.238.132, 23.62.36.181","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.205 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5670397&started=true
mlt-sport,"110.33.43.132, 23.40.103.183, 23.32.5.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5486871&started=true
mlt-sport,"65.181.15.93, 23.214.88.111, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545773&started=true
mlt-sport,"180.150.80.216, 104.98.3.77, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545773&started=true
mlt-sport,"139.216.159.4, 23.56.110.174, 23.32.5.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545769&started=true
mlt-sport,"124.180.82.50, 10.135.84.238, 149.135.84.229, 23.40.103.163","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5545773&started=true
mlt-sport,"206.83.118.4, 23.40.103.183, 23.32.5.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/related?genres=Sport%2CRugby&maxRating=PG&source=5629280&started=true
mlt-sport,"1.156.140.184, 149.135.84.229, 23.40.103.178","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545776&started=true
mlt-sport,"203.164.208.154, 23.40.103.183, 23.32.5.18","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545713&started=true
mlt-sport,"218.33.75.96, 23.214.88.188, 23.32.5.76","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CRugby&maxRating=PG&source=5629280&started=true
mlt-sport,"14.137.196.30, 23.206.199.181, 23.62.36.181","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5545764&started=true
mlt-sport,"203.45.247.52, 184.86.223.83, 23.62.36.181","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545768&started=true
mlt-sport,"175.32.27.226, 23.40.103.172, 23.32.5.52",Dalvik/2.1.0 (Linux; U; Android 11; JVC 4K Android TV Build/RTO8.250915.001),/related?genres=Sport%2CFootball&maxRating=PG&source=5658346&tz=Australia%2FSydney
mlt-sport,"49.178.72.125, 23.32.60.69, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545776&started=true
mlt-sport,"1.129.42.92, 60.254.143.207, 23.32.5.76","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.92 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545778&started=true
mlt-sport,"153.107.7.41, 10.214.88.191, 23.214.88.110, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5545762&started=true
mlt-sport,"203.3.70.182, 23.214.88.180, 23.32.5.59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545776&started=true
mlt-sport,"203.123.101.189, 184.84.150.108, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/related?genres=Sport%2CRugby&maxRating=PG&source=5629286&started=true
mlt-sport,"60.241.1.81, 10.84.238.135, 184.84.238.17, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5545782&started=true
mlt-sport,"49.180.67.50, 10.62.156.38, 23.62.156.23, 23.32.5.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545776&started=true
mlt-sport,"1.145.244.184, 23.206.199.135, 23.62.36.167",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:144.0) Gecko/20100101 Firefox/144.0,/related?genres=Sport%2CRugby&maxRating=PG&source=5629283&started=true
mlt-sport,"202.7.244.213, 23.40.103.172, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545764&started=true
mlt-sport,"115.186.214.84, 23.40.103.183, 23.32.5.18","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5486838&started=true
mlt-sport,"1.146.120.140, 23.56.110.135, 10.32.5.18, 23.32.5.76","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",/related?genres=Sport%2CRugby&maxRating=PG&source=74721&started=true
mlt-sport,"175.36.23.14, 184.84.238.6, 23.62.36.181","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CMotorsport&maxRating=PG&source=5334920&started=true
mlt-sport,"101.182.179.226, 23.56.110.135, 23.32.5.18","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5486822&started=true
mlt-sport,"121.216.167.62, 23.214.88.172, 23.32.5.18","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CRugby&maxRating=PG&source=5629284&started=true
mlt-sport,"103.96.6.193, 23.214.88.156, 23.32.5.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5583130&started=true
mlt-sport,"45.118.67.139, 10.206.199.189, 23.206.199.188, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CRugby&maxRating=PG&source=74721&started=true
mlt-sport,"125.253.110.4, 23.206.199.156, 10.62.36.181, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CTennis&maxRating=PG&source=5478834&started=true
mlt-sport,"175.39.113.19, 23.32.60.69, 23.62.36.181","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5545757&started=true
mlt-sport,"115.186.214.4, 23.40.103.183, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5486838&started=true
mlt-sport,"49.184.231.239, 23.206.194.234, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5486950&started=true
mlt-sport,"49.184.231.239, 23.206.194.234, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5486808&started=true
mlt-sport,"111.220.217.167, 23.206.199.181, 23.62.36.181","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/related?genres=Sport%2CFootball&maxRating=PG&source=5486786&started=true
mlt-sport,"49.190.104.171, 23.206.194.234, 23.62.36.181","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5486963&started=true
mlt-sport,"120.20.174.156, 23.40.103.172, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5486963&started=true
mlt-sport,"1.140.110.1, 184.84.238.6, 23.62.36.181","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=4036112&started=true
mlt-sport,"203.214.81.71, 184.84.238.17, 10.62.36.167, 23.62.36.181",Dalvik/2.1.0 (Linux; U; Android 11; BeyondTV2 Build/PPR1.180610.011),/related?genres=Sport%2CFootball&maxRating=PG&source=157827&tz=GMT%2B11%3A00
mlt-sport,"49.181.92.149, 23.62.156.69, 23.32.5.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5486966&started=true
mlt-sport,"119.18.0.217, 23.40.103.183, 23.32.5.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5545758&started=true
mlt-sport,"164.112.80.30, 23.56.110.174, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5486871&started=true
mlt-sport,"114.72.131.158, 23.40.103.183, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5486808&started=true
mlt-sport,"122.150.182.38, 23.206.199.181, 23.62.36.167","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545769&started=true
mlt-sport,"180.150.37.173, 23.206.199.181, 23.62.36.181",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,/related?genres=Sport%2CFootball&maxRating=PG&source=5486941&started=true
mlt-sport,"121.218.227.10, 10.205.115.100, 23.205.115.71, 23.32.5.52","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Safari/605.1.15",/related?genres=Sport%2CFootball&maxRating=PG&source=5545769&started=true
mlt-sport,"101.166.77.245, 60.254.143.108, 23.32.5.76","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5536201&started=true
mlt-sport,"49.185.200.18, 23.32.60.69, 23.62.36.181","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",/related?genres=Sport%2CFootball&maxRating=PG&source=5545773&started=true
mlt-sport,"1.145.109.241, 60.254.143.207, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5486871&started=true
mlt-sport,"122.148.49.204, 23.206.199.181, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5545778&started=true
mlt-sport,"121.200.6.26, 23.206.199.135, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545762&started=true
mlt-sport,"203.220.47.214, 104.117.181.100, 23.40.103.163","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545776&started=true
mlt-sport,"49.195.73.95, 23.40.103.172, 23.32.5.76","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5486871&started=true
mlt-sport,"49.199.153.233, 23.206.194.234, 23.62.36.181","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545769&started=true
mlt-sport,"27.33.163.159, 23.206.199.181, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545764&started=true
mlt-sport,"101.190.42.136, 60.254.143.76, 23.32.5.76","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/related?genres=Sport%2CTennis&maxRating=PG&source=5557551&started=true
mlt-sport,"27.111.71.202, 10.214.88.143, 23.214.88.189, 23.32.5.52","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545764&started=true
mlt-sport,"58.110.192.121, 23.40.103.183, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CRugby&maxRating=PG&source=5629282&started=true
mlt-sport,"101.185.65.88, 23.205.117.38, 23.62.36.167","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",/related?genres=Sport%2CFootball&maxRating=PG&source=5545776&started=true
mlt-sport,"60.227.216.170, 10.62.156.30, 23.62.156.54, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/related?genres=Sport%2CRugby&maxRating=PG&source=5629282&started=true
mlt-sport,"149.135.116.16, 149.135.84.229, 10.40.103.178, 23.40.103.163","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5545776&started=true
mlt-sport,"175.35.82.21, 10.84.238.13, 184.84.238.6, 23.62.36.167","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545773&started=true
mlt-sport,"58.161.68.120, 149.135.84.246, 23.40.103.178","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5486871&started=true
mlt-sport,"1.145.48.20, 10.254.143.109, 60.254.143.76, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545764&started=true
mlt-sport,"140.79.67.3, 23.40.103.183, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5545773&started=true
mlt-sport,"131.217.255.200, 10.98.3.79, 104.98.3.94, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545764&started=true
mlt-sport,"203.185.242.204, 23.220.178.204, 23.62.36.181","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15",/related?genres=Sport%2CFootball&maxRating=PG&source=5545762&started=true
mlt-sport,"175.36.94.48, 23.32.60.69, 23.62.36.167","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545764&started=true
mlt-sport,"125.253.50.0, 184.84.150.53, 23.62.36.181",Dalvik/2.1.0 (Linux; U; Android 14; Chromecast Build/UTTC.241218.008.H1),/related?genres=Sport%2CFootball&maxRating=PG&source=5545778&tz=Australia%2FPerth
mlt-sport,"175.39.84.220, 23.32.60.69, 23.62.36.181","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545769&started=true
mlt-sport,"110.20.220.24, 23.56.110.174, 23.32.5.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545778&started=true
mlt-sport,"101.115.19.201, 10.214.88.174, 23.214.88.205, 23.32.5.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5536201&started=true
mlt-sport,"175.34.33.137, 23.56.110.174, 23.32.5.52",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,/related?genres=Sport%2CFootball&maxRating=PG&source=5545769&started=true
mlt-sport,"115.131.143.251, 184.28.235.29, 23.39.162.138","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",/related?genres=Sport%2CFootball&maxRating=PG&source=5545773&started=true
mlt-sport,"49.182.136.112, 23.56.110.135, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545778&started=true
mlt-sport,"175.32.194.32, 23.214.88.150, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5545776&started=true
mlt-sport,"120.159.62.236, 165.225.114.106, 23.40.103.183, 23.32.5.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/related?genres=Sport%2CRugby&maxRating=PG&source=5629286&started=true
mlt-sport,"180.150.39.98, 23.214.90.60, 23.62.36.181","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545776&started=true
mlt-sport,"115.70.221.225, 23.40.103.183, 23.32.5.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CRugby&maxRating=PG&source=5629282&started=true
mlt-sport,"202.138.6.17, 10.206.199.135, 23.206.199.181, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5545778&started=true
mlt-sport,"123.243.33.147, 23.206.199.181, 23.62.36.181","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/related?genres=Sport%2CFootball&maxRating=PG&source=5545773&started=true
mlt-sport,"123.209.121.6, 23.205.115.100, 23.32.5.76","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/related?genres=Sport%2CFootball&maxRating=PG&source=5486871&started=true
mlt-sport,"58.7.45.102, 184.84.150.111, 23.62.36.167","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5486887&started=true
mlt-sport,"1.158.174.51, 23.205.117.198, 23.62.36.181","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5486786&started=true
mlt-sport,"211.30.205.226, 10.220.178.199, 23.220.178.206, 23.62.36.181",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,/related?genres=Sport%2CFootball&maxRating=PG&source=5678642&started=true
mlt-sport,"49.195.37.71, 23.40.103.183, 23.32.5.18","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5486808&started=true
mlt-sport,"58.110.10.100, 23.40.103.168, 23.32.5.18","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/related?genres=Sport%2CRugby&maxRating=PG&source=5629283&started=true
mlt-sport,"111.220.124.175, 10.206.199.142, 23.206.199.188, 23.62.36.167","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",/related?genres=Sport%2CFootball&maxRating=PG&source=5545758&started=true
mlt-sport,"122.107.195.86, 23.40.103.168, 23.32.5.18","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/related?genres=Sport%2CFootball&maxRating=PG&source=5536201&started=true
mlt-sport,"14.202.103.191, 23.40.103.183, 23.32.5.18","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CRugby&maxRating=PG&source=5629283&started=true
mlt-sport,"61.69.212.231, 23.40.103.183, 23.32.5.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5486786&started=true
mlt-sport,"58.110.44.108, 23.40.103.168, 23.32.5.76","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",/related?genres=Sport%2CFootball&maxRating=PG&source=5486963&started=true
mlt-sport,"45.118.66.129, 23.206.199.134, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CFootball&maxRating=PG&source=5486950&started=true
mlt-sport,"120.16.34.189, 184.84.150.198, 23.62.36.167","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/related?genres=Sport%2CRugby&maxRating=PG&source=5629280&started=true
